,ID_Consommation,Conso_urb,Conso_exurb,Conso_mixte
26428,26428,11.10000038,7.400000095,8.800000191
26429,26429,11.19999981,7.5,8.899999619
26430,26430,11.10000038,7.400000095,8.800000191
26431,26431,11.19999981,7.5,8.899999619
26432,26432,11.10000038,7.400000095,8.800000191
26433,26433,11.19999981,7.5,8.899999619
26434,26434,11.19999981,7.5,8.899999619
26435,26435,11.19999981,7.5,8.899999619
26436,26436,11.19999981,7.5,8.899999619
26437,26437,11.19999981,7.5,8.899999619
26438,26438,11.19999981,7.5,8.899999619
26439,26439,11.19999981,7.5,8.899999619
26440,26440,11.19999981,7.5,8.899999619
26441,26441,11.19999981,7.5,8.899999619
26442,26442,11.10000038,7.400000095,8.800000191
26443,26443,11.10000038,7.400000095,8.800000191
26444,26444,11.10000038,7.400000095,8.800000191
26445,26445,11.10000038,7.400000095,8.800000191
26446,26446,11.10000038,7.400000095,8.800000191
26447,26447,11.10000038,7.400000095,8.800000191
26448,26448,11.10000038,7.400000095,8.800000191
26449,26449,11.10000038,7.400000095,8.800000191
26450,26450,11.19999981,7.5,8.899999619
26451,26451,11.19999981,7.5,8.899999619
26452,26452,11.19999981,7.5,8.899999619
26453,26453,11.19999981,7.5,8.899999619
26454,26454,11.19999981,7.5,8.899999619
26455,26455,11.19999981,7.5,8.899999619
26456,26456,11.19999981,7.5,8.899999619
26457,26457,11.19999981,7.5,8.899999619
26458,26458,11.10000038,7.400000095,8.800000191
26459,26459,11.10000038,7.400000095,8.800000191
26460,26460,11.19999981,7.5,8.899999619
26461,26461,11.19999981,7.5,8.899999619
26462,26462,11.10000038,7.400000095,8.800000191
26463,26463,11.19999981,7.5,8.899999619
26464,26464,11.10000038,7.400000095,8.800000191
26465,26465,11.19999981,7.5,8.899999619
26466,26466,11.19999981,7.5,8.899999619
26467,26467,11.19999981,7.5,8.899999619
26468,26468,11.19999981,7.5,8.899999619
26469,26469,11.19999981,7.5,8.899999619
26470,26470,11.19999981,7.5,8.899999619
26471,26471,11.19999981,7.5,8.899999619
26472,26472,11.19999981,7.5,8.899999619
26473,26473,11.19999981,7.5,8.899999619
26474,26474,11.19999981,7.5,8.899999619
26475,26475,11.19999981,7.5,8.899999619
26476,26476,11.10000038,7.400000095,8.800000191
26477,26477,11.19999981,7.5,8.899999619
26478,26478,11.10000038,7.400000095,8.800000191
26479,26479,11.19999981,7.5,8.899999619
26480,26480,11.10000038,7.400000095,8.800000191
26481,26481,11.10000038,7.400000095,8.800000191
26482,26482,11.10000038,7.400000095,8.800000191
26483,26483,11.10000038,7.400000095,8.800000191
26484,26484,11.19999981,7.5,8.899999619
26485,26485,11.10000038,7.400000095,8.800000191
26486,26486,11.19999981,7.5,8.899999619
26487,26487,11.10000038,7.400000095,8.800000191
26488,26488,11.19999981,7.5,8.899999619
26489,26489,11.10000038,7.400000095,8.800000191
26490,26490,11.19999981,7.5,8.899999619
26491,26491,11.19999981,7.5,8.899999619
26492,26492,11.10000038,7.400000095,8.800000191
26493,26493,11.10000038,7.400000095,8.800000191
26494,26494,11.10000038,7.400000095,8.800000191
26495,26495,11.19999981,7.5,8.899999619
26496,26496,11.19999981,7.5,8.899999619
26497,26497,11.10000038,7.400000095,8.800000191
26498,26498,11.10000038,7.400000095,8.800000191
26499,26499,11.10000038,7.400000095,8.800000191
26500,26500,11.10000038,7.400000095,8.800000191
26501,26501,11.19999981,7.5,8.899999619
26502,26502,11.10000038,7.400000095,8.800000191
26503,26503,11.19999981,7.5,8.899999619
26504,26504,11.10000038,7.400000095,8.800000191
26505,26505,11.19999981,7.5,8.899999619
26506,26506,11.19999981,7.5,8.899999619
26507,26507,11.10000038,7.400000095,8.800000191
26508,26508,11.19999981,7.5,8.899999619
26509,26509,11.10000038,7.400000095,8.800000191
26510,26510,11.10000038,7.400000095,8.800000191
26511,26511,11.19999981,7.5,8.899999619
26512,26512,11.10000038,7.400000095,8.800000191
26513,26513,11.19999981,7.5,8.899999619
26514,26514,11.19999981,7.5,8.899999619
26515,26515,11.19999981,7.5,8.899999619
26516,26516,11.19999981,7.5,8.899999619
26517,26517,11.19999981,7.5,8.899999619
26518,26518,11.19999981,7.5,8.899999619
26519,26519,11.19999981,7.5,8.899999619
26520,26520,11.10000038,7.400000095,8.800000191
